Date,Time,In_Temperature,In_Humidity,SB-51-00,SP-11-00,SP-19-01,TGS2602-B00,TGS2620-C00,SP-31-00,SP3S-AQ2-01,Intensity
4/2/21,09:09:03,25.11215381,48.90811526,0.067331164,0.016076472,0.010875996,3.376324737,0.771711277,0.155820516,0.483200488,4
4/2/21,09:29:01,25.10708019,48.94616108,0.067543684,0.015870203,0.01190734,3.37483085,0.769511076,0.15608929,0.481350319,4
4/2/21,09:49:01,25.10743623,48.95567254,0.068300003,0.016338996,0.012207368,3.376849785,0.766367038,0.15608304,0.476187346,4
4/2/21,20:06:53,25.13618677,52.26062409,0.189129815,0.053667413,0.058924145,3.31945703,0.688259887,0.140519115,0.351107145,5
4/2/21,20:26:59,25.16289006,52.18310826,0.201937238,0.053798675,0.063543318,3.320182097,0.685572141,0.140056573,0.34701302,5
4/2/21,20:46:58,25.1486483,52.18061596,0.213219521,0.054023696,0.068475019,3.321407209,0.682659374,0.139275251,0.340299905,5
4/2/21,21:07:01,25.14740215,52.1622034,0.225170615,0.054036197,0.07329421,3.322126025,0.680377915,0.13860644,0.335536969,5
4/2/21,21:27:04,25.15870654,52.10579589,0.236377891,0.054236215,0.077975889,3.322594818,0.678077705,0.138018886,0.330899045,5
4/2/21,21:47:02,25.14019226,52.11149259,0.247216383,0.054111204,0.083070105,3.321563473,0.676521312,0.137281318,0.325642313,5
4/2/21,22:07:05,25.14268457,52.11668065,0.25744232,0.054736261,0.087464258,3.323719921,0.672652208,0.136631259,0.318997955,5
4/2/21,22:27:04,25.12149996,52.12227563,0.266799426,0.054098703,0.091995922,3.32141971,0.672802222,0.136056206,0.316085188,5
4/2/21,22:47:10,25.13654281,52.03748633,0.276394055,0.054011195,0.096058794,3.320750899,0.671433347,0.135674921,0.313016157,5
4/2/21,23:07:13,25.14731314,51.96907505,0.286101193,0.05384868,0.100071662,3.321119683,0.669433163,0.135131122,0.308615755,5
4/2/21,23:27:13,25.13752193,51.97243203,0.296627157,0.054161209,0.104665832,3.322357296,0.665964096,0.134543568,0.302065155,5
4/2/21,23:47:14,25.12933293,51.90987004,0.304934168,0.053136115,0.109016231,3.319538288,0.668395568,0.134049773,0.301408845,5
5/2/21,00:07:17,25.14847028,51.82884464,0.313222426,0.052523559,0.112860333,3.316950551,0.66830806,0.133780998,0.299464917,5
5/2/21,00:27:16,25.13280435,51.82284276,0.321335669,0.052079768,0.117066968,3.315437912,0.668020534,0.133199695,0.295702072,5
5/2/21,00:47:22,25.14312963,51.73713792,0.329780192,0.05166723,0.120592291,3.314569083,0.666514146,0.132949672,0.292589287,5
5/2/21,01:07:20,25.12461535,51.72533761,0.338049699,0.050935913,0.124673914,3.312012599,0.666632907,0.132480879,0.28966402,5
5/2/21,01:27:29,25.16066478,51.61379416,0.347288045,0.051060925,0.128024221,3.31290018,0.663763894,0.132205854,0.285801166,5
5/2/21,01:47:23,25.11874062,51.6583505,0.358326556,0.050892159,0.133768497,3.31115002,0.661482436,0.131255767,0.27841924,5
5/2/21,02:07:31,25.12523842,51.58459856,0.36864,0.050842155,0.138187651,3.311081264,0.659250981,0.130705716,0.274143849,5
5/2/21,02:27:34,25.13057908,51.51283029,0.37901595,0.050629635,0.142606806,3.310581218,0.656869513,0.130055657,0.269330908,5
5/2/21,02:47:37,25.13057908,51.48760204,0.390416994,0.050979667,0.147488503,3.312162613,0.65246911,0.129236832,0.261461438,5
5/2/21,03:07:38,25.11900765,51.46985072,0.402318083,0.05144221,0.152989007,3.31497537,0.647968698,0.128211738,0.252841898,5
5/2/21,03:27:44,25.12853183,51.40708527,0.414044157,0.051792242,0.157583177,3.317669367,0.642649461,0.127486672,0.245566232,5
5/2/21,03:47:44,25.11891864,51.37900867,0.425788982,0.052198529,0.163352455,3.320732147,0.639242899,0.126286562,0.237009199,5
5/2/21,04:07:52,25.12951095,51.2802828,0.437840085,0.052254784,0.168284157,3.323107365,0.635298788,0.125467737,0.230639866,5
5/2/21,04:27:52,25.11037359,51.24925612,0.448497311,0.052161025,0.173322118,3.325095047,0.632429776,0.124536402,0.223457958,5
5/2/21,04:47:58,25.10734722,51.17362224,0.459304551,0.052017262,0.177953792,3.326370163,0.629448253,0.12374883,0.217557418,5
5/2/21,05:07:59,25.10084942,51.13120216,0.469824264,0.051685982,0.18251671,3.327614027,0.626891769,0.122961257,0.211563119,5
5/2/21,05:28:07,25.09995931,51.01370769,0.479256377,0.051217189,0.186354561,3.329026656,0.625010346,0.122348701,0.206968949,5
5/2/21,05:48:13,25.11963073,50.90653849,0.490488656,0.05122969,0.190592449,3.332920763,0.62100373,0.121467371,0.198843205,5
5/2/21,06:08:13,25.11339996,50.84906284,0.501058373,0.050754647,0.195599158,3.332020681,0.618759774,0.120511033,0.19267389,5
