@relation 'Sensor Response'
@attribute In_Temperature numeric
@attribute In_Humidity numeric
@attribute Out_Temperature numeric
@attribute Out_Humidity numeric
@attribute TGS2620-C00 numeric
@data
39.9955876,24.12191958,29.72277995,36.95795064,1.394033878
39.92607004,24.1720709,29.66026693,37.09169739,1.394858953
40.00520078,24.07370108,29.61398437,37.1198148,1.394465167
39.99229419,24.08305994,29.61139974,37.00926675,1.394377659
40.00431067,24.06912337,29.5734375,36.95230049,1.394002625
39.98837771,24.04206404,29.56621745,36.57906646,1.39362759
39.97787442,24.05569543,29.50157552,36.52713046,1.393196301
39.942003,24.06871646,29.45313802,36.66046711,1.392596246
39.8949162,24.10238804,29.3727474,36.70382535,1.391933685
39.83278655,24.14028127,29.25677083,36.75159002,1.391283626
39.76326899,24.18005646,29.15945964,36.71324757,1.390221029
39.70194044,24.21708502,29.07073568,36.75174224,1.389289693
39.64265914,24.25981028,29.00816406,36.90511962,1.388402112
39.59316904,24.29093868,28.97184896,37.00831295,1.387483278
39.54332291,24.31815061,28.90447917,37.07707872,1.386670703
39.48733501,24.3458203,28.75272786,37.22570236,1.385733118
39.42022075,24.39408967,28.63827474,37.47990089,1.384708024
39.35390758,24.43467867,28.54834635,37.5463795,1.383645427
39.29791969,24.47124946,28.49231771,37.61574108,1.382526574
39.23231861,24.51021083,28.43371094,37.79027998,1.381582738
